4f8e5b81e80eb0e420091588 2 1----Employment----TITLE.HEAD.HTML.#document	ratemyprofessorscom:1 univers:1 california:1 satish:1 rao:1 berkelei:1	||	Satish Rao - University of California Berkeley - RateMyProfessors.com	##true@@false$$		||	ORGANIZATION: University of California Berkeley; 	LOCATION: RateMyProfessors.com; 	NOUN: Satish Rao; University; California Berkeley; RateMyProfessors.com; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 31----Others----#text.SPAN.P.DIV.BODY.HTML.#document	artifici:1 autonom:1 incomplet:1 krau:1 belief:1 negoti:1 multipl:1 pdf:1 mathemat:1 intellig:1 agent:1 inform:1 time:1 encount:1 among:1 annal:1	||	C3.	##false@@false$$	Kraus, S. (1996).	##false@@false$$	Beliefs, Time and Incomplete Information in Multiple Encounter Negotiations among Autonomous Agents,	##false@@false$$	Annals of Mathematics and Artificial Intelligence	##true@@false$$	, 20(1-4):111-159.	##false@@false$$	(kraus1996.pdf)	##false@@false$$		||	ORGANIZATION: Time and Incomplete Information in Multiple Encounter Negotiations; Annals of Mathematics and Artificial Intelligence; 	PERSON: Kraus; 	DATE: 1996; 	NOUN: C3; Kraus; S.; Beliefs; Time; Incomplete Information; Encounter Negotiations; Autonomous Agents; Annals; Mathematics; Artificial Intelligence; kraus1996; pdf; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 32----Others----#text.SPAN.P.DIV.BODY.HTML.#document	artifici:1 krau:1 negoti:1 pdf:1 principl:1 environ:1 intellig:1 agent:2 issu:1 cooper:1 journal:1 system:1 econom:1 multi:2 special:1	||	C4.	##false@@false$$	Kraus, S. (1997).	##false@@false$$	Negotiation and Cooperation in Multi-Agent Environments,	##false@@false$$	Artificial Intelligence Journal, Special Issue on Economic Principles of Multi-Agent Systems	##true@@false$$	, 94(1-2):79-98.	##false@@false$$	(kraus1997.pdf)	##false@@false$$		||	ORGANIZATION: Artificial Intelligence Journal; 	PERSON: Kraus; 	DATE: 1997; 	NOUN: C4; Kraus; S.; Negotiation; Cooperation; Environments; Artificial Intelligence Journal; Issue; Economic Principles; Multi-Agent Systems; kraus1997; pdf; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 33----Others----#text.SPAN.P.DIV.BODY.HTML.#document	argument:1 artifici:1 model:1 krau:1 sycara:1 pdf:1 agreement:1 intellig:1 logic:1 journal:1 reach:1 evenchik:1 implement:1	||	C5.	##false@@false$$	Kraus, S., K. Sycara, and A. Evenchik (1998).	##false@@false$$	Reaching Agreements through Argumentation: A Logical Model and Implementation,	##false@@false$$	Artificial Intelligence Journal	##true@@false$$	, 104(1-2):1-69.	##false@@false$$	(krausetal1998.pdf)	##false@@false$$		||	ORGANIZATION: Artificial Intelligence Journal; 	PERSON: Kraus; K. Sycara; 	DATE: 1998; 	NOUN: C5; Kraus; S.; K. Sycara; A. Evenchik; Agreements; Argumentation; Model; Implementation; Artificial Intelligence Journal; krausetal1998; pdf; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 34----Others----#text.SPAN.P.DIV.BODY.HTML.#document	journal:1 negoti:1 argu:1 reason:1 parson:1 pdf:1 jen:1 comput:1 sierra:1 agent:1 logic:1	||	C6.	##false@@false$$	Parsons, S., C. Sierra and N. R. Jennings (1998) Agents that Reason and Negotiate by Arguing,	##false@@false$$	Journal of Logic and Computation	##true@@false$$	, 8(3):261-292.	##false@@false$$	(parsonsetal1998.pdf)	##false@@false$$		||	ORGANIZATION: Journal of Logic; 	PERSON: Parsons; C. Sierra; N. R. Jennings; 	DATE: 1998; 	NOUN: C6; Parsons; S.; C. Sierra; N. R. Jennings; Agents; Reason; Journal; Logic; Computation; parsonsetal1998; pdf; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 35----Others----#text.SPAN.P.DIV.BODY.HTML.#document	journal:1 inform:1 system:1 negoti:1 commit:1 durfe:1 pdf:1 intellig:1 intern:1 role:1 sen:1 cooper:2	||	C7.	##false@@false$$	Sen, S. and E. H. Durfee (1994).	##false@@false$$	The Role of Commitment in Cooperative Negotiation,	##false@@false$$	International Journal of Intelligent and Cooperative Information Systems	##true@@false$$	, 3(1):67-81. (sendurfeee1994.pdf)	##false@@false$$		||	ORGANIZATION: Role of Commitment in Cooperative Negotiation; International Journal of Intelligent and Cooperative Information Systems; 	PERSON: E. H. Durfee; 	DATE: 1994; 	NOUN: C7; Sen; S.; E. H. Durfee; Role; Commitment; Cooperative Negotiation; International Journal; Intelligent; Cooperative Information Systems; sendurfeee1994; pdf; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 36----Others----#text.SPAN.P.DIV.BODY.HTML.#document	negoti:1 sycara:1 bayesian:1 pdf:1 int:1 comput:1 learn:1 zeng:1 studi:1 human:1	||	C8.	##false@@false$$	Zeng, D. and K. Sycara (1998).	##false@@false$$	Bayesian Learning in Negotiation,	##false@@false$$	Int. J. Human Computer Studies	##false@@false$$	, 48:125-141. (zengsycara1998.pdf)	##false@@false$$		||	ORGANIZATION: J. Human Computer Studies; 	PERSON: K. Sycara; 	DATE: 1998; 	NOUN: C8; Zeng; D.; K. Sycara; Learning; Negotiation; Int; J. Human Computer Studies; zengsycara1998; pdf; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 37----Others----#text.SPAN.H1.DIV.BODY.HTML.#document	learn:1	||	Learning	##false@@false$$		||	NOUN: Learning; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 38----Others----#text.SPAN.P.DIV.BODY.HTML.#document	nobl:1 system:1 inverno:1 alonso:1 knowledg:1 luck:1 engin:1 multi:1 learn:1 kudenko:1 agent:1 review:1	||	D1.	##false@@false$$	Alonso, E., M. d Inverno, D. Kudenko, M. Luck, and J. Noble (2001).	##false@@false$$	Learning in Multi Agent Systems,	##false@@false$$	The Knowledge Engineering Review	##true@@false$$	, 16(3):277-284.	##false@@false$$		||	ORGANIZATION: The Knowledge Engineering Review; 	PERSON: Alonso; M. d Inverno; D. Kudenko; M. Luck; 	DATE: 2001; 	NOUN: D1; Alonso; E.; M. d Inverno; D. Kudenko; M. Luck; J. Noble; Learning; Multi Agent Systems; Knowledge Engineering Review; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 39----Others----#text.SPAN.P.DIV.BODY.HTML.#document	machin:1 editori:1 pdf:1 learn:3 guest:1 weiss:1 special:1 issu:1 multiag:2 huhn:1	||	D2.	##false@@false$$	Huhns, M. and G. Weiss (1998).	##false@@false$$	Guest Editorial on Multiagent Learning,	##false@@false$$	Machine Learning (special issue on Multiagent Learning)	##true@@false$$	, 33(2-3):123-128.	##false@@false$$	(huhnsweiss1998.pdf)	##false@@false$$		||	ORGANIZATION: Machine Learning; 	PERSON: G. Weiss; 	DATE: 1998; 	NOUN: D2; Huhns; M.; G. Weiss; Guest Editorial; Learning; Machine Learning; issue; Learning; huhnsweiss1998; pdf; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 40----Others----#text.SPAN.P.DIV.BODY.HTML.#document	perspect:1 autonom:1 veloso:1 technic:1 appear:1 cmu:1 survei:1 stone:1 learn:1 carnegi:1 number:1 robot:1 mellon:1 cs:2 multiag:1 system:1 machin:1 univers:1 report:1 decemb:1 ps:1	||	D3.	##false@@false$$	Stone, P. and M. Veloso (2000).	##false@@false$$	Multiagent Systems: A Survey from a Machine Learning Perspective,	##false@@false$$	Autonomous Robots	##true@@false$$	, 8(3):345-383.	##false@@false$$	Also appears as Carnegie Mellon University CS technical report number CMU-CS-97-193. December, 1997. (stoneveloso2000.ps)	##false@@false$$		||	ORGANIZATION: Carnegie Mellon University CS; 	PERSON: M. Veloso; 	DATE: 2000; 1997; 	NOUN: D3; Stone; P.; M. Veloso; Multiagent Systems; Survey; Machine Learning Perspective; Autonomous Robots; Carnegie Mellon University CS; report number CMU-CS-97-193; December; stoneveloso2000; ps; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 41----Others----#text.SPAN.H1.DIV.BODY.HTML.#document	real:1 time:1	||	Real-Time	##false@@false$$		||		||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 42----Research----#text.SPAN.P.DIV.BODY.HTML.#document	journal:1 real:2 system:1 time:2 architectur:1 pdf:1 hay:1 intellig:1 perform:1 roth:1 agent:1 foundat:1	||	E1.	##false@@false$$	Hayes-Roth, B. (1990).	##false@@false$$	Architectural Foundations for Real-Time Performance in Intelligent Agents,	##false@@false$$	Journal of	##true@@false$$	Real-Time Systems	##true@@false$$	, 2:99-125.	##false@@false$$	(hayesroth1990.pdf)	##false@@false$$		||	DATE: 1990; 	NOUN: E1; Hayes-Roth; B.; Foundations; Real-Time Performance; Intelligent Agents; Journal; Real-Time Systems; hayesroth1990; pdf; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 43----Others----#text.SPAN.P.DIV.BODY.HTML.#document	shin:1 control:1 muslin:1 pdf:1 intellig:1 cooper:1 real:1 time:1 ieee:1 system:1 transact:1 durfe:1 architectur:1 circa:1 cybernet:1 man:1	||	E2.	##false@@false$$	Musliner, D. J., E. H. Durfee, and K. G. Shin (1993).	##false@@false$$	CIRCA:	##false@@false$$	A Cooperative Intelligent Real-Time Control Architecture,	##false@@false$$	IEEE Transactions on Systems, Man, and Cybernetics	##true@@false$$	, 23(6):1561-1574.	##false@@false$$	(muslineretal1993.pdf)	##false@@false$$		||	ORGANIZATION: Cooperative Intelligent Real-Time Control Architecture; Cybernetics; 	PERSON: Musliner; E. H. Durfee; K. G. Shin; 	DATE: 1993; 	NOUN: E2; Musliner; D. J.; E. H. Durfee; K. G. Shin; CIRCA; A Cooperative Intelligent Real-Time Control Architecture; IEEE Transactions; Systems; Man; Cybernetics; muslineretal1993; pdf; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 44----Others----#text.SPAN.P.DIV.BODY.HTML.#document	technic:1 appear:1 muslin:1 tr:2 strosnid:1 pdf:1 hendler:1 challeng:1 cs:1 real:1 agrawala:1 time:1 ai:1 ieee:1 paul:1 univers:1 durfe:1 dj:1 report:1 maryland:1 comput:1 umiac:1	||	E3.	##false@@false$$	Musliner, D.J., J. A. Hendler, A. K. Agrawala, E. H. Durfee, J. K. Strosnider, and C. J. Paul (1995).	##false@@false$$	The Challenges of Real-Time AI,	##false@@false$$	IEEE Computer	##true@@false$$	, 28(1):58-66.	##false@@false$$	Also appears as University of Maryland Technical Report CS-TR-3290 (UMIACS-TR-94-69).	##false@@false$$	(muslineretal1995.pdf)	##false@@false$$		||	ORGANIZATION: University of Maryland; 	PERSON: Musliner; D.J.; J. A. Hendler; A. K. Agrawala; E. H. Durfee; J. K. Strosnider; 	DATE: 1995; 	NOUN: E3; Musliner; D.J.; J. A. Hendler; A. K. Agrawala; E. H. Durfee; J. K. Strosnider; C. J. Paul; Challenges; Real-Time AI; IEEE Computer; University; Maryland Technical Report CS-TR-3290; UMIACS-TR-94-69; muslineretal1995; pdf; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 45----Others----#text.SPAN.P.DIV.BODY.HTML.#document	artifici:1 veloso:1 assign:1 task:1 intellig:1 stone:1 strateg:1 bandwidth:1 real:1 teamwork:1 time:1 decomposit:1 role:1 commun:1 low:1 dynam:1 ps:1	||	E4.	##false@@false$$	Stone, P. and M. Veloso (1999).	##false@@false$$	Task Decomposition, Dynamic Role Assignment, and Low-Bandwidth Communication for Real-Time Strategic Teamwork,	##false@@false$$	Artificial Intelligence	##true@@false$$	, 100(2):241-273.	##false@@false$$	(stoneveloso1999.ps)	##false@@false$$		||	ORGANIZATION: Dynamic Role Assignment; Real-Time Strategic Teamwork; Artificial Intelligence; 	PERSON: M. Veloso; 	DATE: 1999; 	NOUN: E4; Stone; P.; M. Veloso; Task Decomposition; Dynamic Role Assignment; Low-Bandwidth Communication; Real-Time Strategic Teamwork; Artificial Intelligence; stoneveloso1999; ps; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 46----Others----#text.SPAN.H1.DIV.BODY.HTML.#document	mobil:1 agent:1	||	Mobile Agents	##false@@false$$		||	NOUN: Mobile Agents; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 47----Others----#text.SPAN.P.DIV.BODY.HTML.#document	journal:1 pagurek:1 ieee:1 pdf:1 manag:1 mobil:1 survei:1 white:1 commun:1 agent:1 network:1 bieszczad:1	||	F1.	##false@@false$$	Bieszczad, A., B. Pagurek, and T. White (1998).	##false@@false$$	Mobile Agents for Network Management,	##false@@false$$	IEEE Communications Surveys	##true@@false$$	, 1(1).	##false@@false$$	E-journal.	##false@@false$$	(bieszczadetal1998.pdf)	##false@@false$$		||	ORGANIZATION: Mobile Agents for Network Management; 	PERSON: B. Pagurek; T. White; 	DATE: 1998; 	NOUN: F1; Bieszczad; A.; B. Pagurek; T. White; Mobile Agents; Network Management; IEEE Communications Surveys; bieszczadetal1998; pdf; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 48----Others----#text.SPAN.P.DIV.BODY.HTML.#document	softwar:1 ieee:1 understand:1 vigna:1 transact:1 pdf:1 mobil:1 fuggetta:1 engin:1 code:1 picco:1	||	F2.	##false@@false$$	Fuggetta, A., G. P. Picco, and G. Vigna (1998).	##false@@false$$	Understanding Code Mobility,	##false@@false$$	IEEE Transactions on Software Engineering	##true@@false$$	, 24(5):42-361. (fuggettaetal1998.pdf)	##false@@false$$		||	PERSON: G. P. Picco; G. Vigna; 	DATE: 1998; 	LOCATION: Fuggetta; 	NOUN: F2; Fuggetta; A.; G. P. Picco; G. Vigna; Code Mobility; IEEE Transactions; Software Engineering; fuggettaetal1998; pdf; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 49----Others----#text.SPAN.P.DIV.DIV.BODY.HTML.#document	requir:1	||	Requirements	##false@@false$$		||	NOUN: Requirements; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 50----Presentation----#text.P.DIV.BODY.HTML.#document	member:2 minut:1 give:1 depend:1 answer:2 number:1 roughli:1 penal:1 must:1 amount:1 present:2 seminar:1 time:1 requir:2 materi:1 length:1 question:4 ask:1 group:3 talk:1	||	Each group is required to give a presentation of no more than 25 minutes (the talk itself).	##false@@false$$	Both members of the group must present roughly the same amount of materials.	##false@@false$$	During the seminar (Q&A), both members are required to answer questions.	##false@@false$$	If only one of you answers the question, the group will be penalized.	##false@@false$$	I will also ask some questions.	##false@@false$$	The length of the Q&A depends on the time we have and the number of questions.	##false@@false$$		||	NOUN: group; presentation; minutes; talk; members; group; amount; materials; seminar; Q&A; members; questions; question; group; questions; length; Q&A; time; number; questions; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 51----Others----#text.P.DIV.BODY.HTML.#document	present:2 except:1 requir:1 question:1 ask:1 group:1	||	Every group is	##false@@false$$	required	##true@@false$$	to ask at least one question in each presentation (except for their own presentation).	##false@@false$$		||	NOUN: group; question; presentation; presentation; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 52----Others----#text.P.DIV.BODY.HTML.#document	can:1 give:1 class:1 dai:1 hour:1 copi:2 present:1 seminar:1 requir:1 student:1 start:1 electron:1 group:1	||	Every group is	##false@@false$$	required	##true@@false$$	to give me an electronic copy of their presentation at least 2 hours before the class starts on the day of their seminar.	##false@@false$$	So I can make copies for all students.	##false@@false$$		||	NOUN: group; copy; presentation; hours; class; day; seminar; copies; students; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 0 1----Employment----TITLE.HEAD.HTML.#document	depart:1 wooldridg:1 michael:1 comput:1 scienc:1	||	Department of Computer Science: Michael Wooldridge	##true@@false$$		||	ORGANIZATION: Department of Computer Science; 	PERSON: Michael Wooldridge; 	NOUN: Department; Computer Science; Michael Wooldridge; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 0 2----Others----#text.BUTTON.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	continu:1	||	Continue	##false@@false$$		||	NOUN: Continue; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 0 3----Others----#text.P.DIV.DIV.DIV.DIV.BODY.HTML.#document	consent:1 assum:1 privaci:1 cooki:3 receiv:1 us:2 polici:1 access:1 explain:1 websit:3 continu:1	||	We use cookies on this website.	##false@@false$$	Our privacy policy	##false@@true$$	explains what cookies are and how they are being used here. If you continue to access our website, we'll assume that you consent to receiving cookies from this website.	##false@@false$$		||	NOUN: cookies; website; privacy policy; cookies; website; cookies; website; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 0 4----Others----#text.DIV.DIV.BODY.HTML.#document	indexhtml:1 wwwcsoxacuk:1 peopl:1 michaelwooldridg:1	||	www.cs.ox.ac.uk/people/michael.wooldridge/index.html	##true@@false$$		||	NOUN: www.cs.ox.ac.uk\/people\/michael.wooldridge\/index.html; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 0 6----Others----#text.A.LI.UL.DIV.DIV.BODY.HTML.#document	home:1	||	Home	##false@@true$$		||	NOUN: Home; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 0 7----Others----#text.A.LI.UL.DIV.DIV.BODY.HTML.#document	peopl:1	||	People	##false@@true$$		||	NOUN: People; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 0 8----Others----#text.SPAN.LI.UL.DIV.DIV.BODY.HTML.#document	wooldridg:1 michael:1	||	Michael Wooldridge	##false@@false$$		||	PERSON: Michael Wooldridge; 	NOUN: Michael Wooldridge; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 0 9----Others----#text.H1.DIV.DIV.BODY.HTML.#document	wooldridg:1 michael:1	||	Michael Wooldridge	##true@@false$$		||	PERSON: Michael Wooldridge; 	NOUN: Michael Wooldridge; 	||	##true@@false$$	||	##true@@false$$
4f8e5b6ae80eb0e473011588 0 10----Employment----#text.SPAN.DIV.DIV.TD.TR.TBODY.TABLE.DIV.DIV.DIV.BODY.HTML.#document	wooldridg:1 michael:1 professor:1	||	Professor	##false@@false$$	Michael	##false@@false$$	Wooldridge	##false@@false$$		||	PERSON: Michael Wooldridge; 	NOUN: Professor Michael Wooldridge; 	||	##true@@false$$	||	##true@@false$$
4f8e5b6ae80eb0e473011588 0 11----Employment----#text.DIV.DIV.DIV.TD.TR.TBODY.TABLE.DIV.DIV.DIV.BODY.HTML.#document	professor:1 comput:1 scienc:1	||	Professor of Computer Science	##false@@false$$		||	ORGANIZATION: Computer Science; 	NOUN: Professor; Computer Science; 	||	##true@@false$$	||	##true@@false$$
4f8e5b6ae80eb0e473011588 0 12----Employment----#text.SPAN.A.SPAN.DIV.DIV.DIV.TD.TR.TBODY.TABLE.DIV.DIV.DIV.BODY.HTML.#document	fellow:1 colleg:1 research:1 hertford:1 senior:1	||	Senior Research Fellow	##false@@false$$	Hertford College	##false@@true$$		||	ORGANIZATION: Senior Research Fellow Hertford College; 	NOUN: Senior Research Fellow Hertford College; 	||	##true@@false$$	||	##true@@false$$
4f8e5b6ae80eb0e473011588 0 13----Email----#text.DIV.DIV.DIV.TD.TR.TBODY.TABLE.DIV.DIV.DIV.BODY.HTML.#document	mjw:1 csoxacuk:1	||	mjw@cs.ox.ac.uk	##false@@false$$		||	NOUN: mjw@cs.ox.ac.uk; 	||	##true@@false$$	||	##true@@false$$
4f8e5b6ae80eb0e473011588 0 14----Research----#text.H2.DIV.DIV.DIV.BODY.HTML.#document	interest:1	||	Interests	##true@@false$$		||	NOUN: Interests; 	||	##true@@false$$	||	##true@@false$$
4f8e5b6ae80eb0e473011588 0 15----Research----#text.P.DIV.DIV.DIV.BODY.HTML.#document	ration:1 particularli:1 complex:1 multipl:1 reason:1 compos:1 self:1 us:1 game:1 research:2 logic:1 kind:1 main:1 techniqu:1 multiag:1 formal:1 system:3 aspect:1 interest:3 intersect:1 current:1 action:1 comput:3 theori:1	||	My main research interests are in the use of formal techniques of one kind or another for reasoning about multiagent systems. I am particularly interested in the computational aspects of rational action in systems composed of multiple self-interested computational systems. My current research is at the intersection of logic, computational complexity, and game theory.	##false@@false$$		||	NOUN: research interests; use; techniques; kind; reasoning; systems; aspects; action; systems; systems; research; intersection; logic; complexity; game theory; 	||	##true@@false$$	||	##true@@false$$
4f8e5b6ae80eb0e473011588 0 16----Research----#text.P.DIV.DIV.DIV.BODY.HTML.#document	autonom:1 system:1 hundr:1 entri:1 articl:1 practic:1 theori:1 publish:1 googl:1 agent:1 scholar:1 multiag:1	||	I have published more than	##false@@false$$	three hundred articles	##false@@true$$	in the theory and practice of autonomous agents and multiagent systems (see also my	##false@@false$$	Google Scholar entry	##false@@true$$	).	##false@@false$$		||	ORGANIZATION: Google; 	NOUN: articles; theory; practice; agents; systems; Google Scholar entry; 	||	##true@@false$$	||	##true@@false$$
4f8e5b6ae80eb0e473011588 0 17----Others----#text.P.DIV.DIV.DIV.BODY.HTML.#document	work:1 thank:1 interest:1 show:1	||	Thank you for showing an interest in my work.	##false@@false$$		||	NOUN: interest; work; 	||	##true@@false$$	||	##true@@false$$
4f8e5b6ae80eb0e473011588 0 18----Bio----#text.H2.DIV.DIV.DIV.BODY.HTML.#document	biographi:1	||	Biography	##true@@false$$		||	NOUN: Biography; 	||	##true@@false$$	||	##true@@false$$
4f8e5b6ae80eb0e473011588 0 19----Bio----#text.P.DIV.DIV.DIV.BODY.HTML.#document	grant:1 june:1 depart:1 reason:1 erc:1 award:1 race:1 univers:2 oxford:2 year:2 colleg:1 scienc:3 liverpool:1 join:1 research:1 entitl:1 twelv:1 advanc:1 octob:1 professor:2 comput:4 economi:1 fellow:1 hertford:1 senior:1	||	I am a Professor of Computer Science in the	##false@@false$$	Department of Computer Science	##false@@true$$	at the	##false@@false$$	University of Oxford	##false@@true$$	, and a Senior Research Fellow at	##false@@false$$	Hertford College	##false@@true$$	. I joined Oxford on 1 June 2012; before this I was for twelve years a Professor of Computer Science at the	##false@@false$$	University of Liverpool	##false@@true$$	. In October 2011, I was awarded a 5-year	##false@@false$$	ERC Advanced Grant	##false@@true$$	, entitled "Reasoning About Computational Economies" (RACE).	##false@@false$$		||	ORGANIZATION: Computer Science; Department of Computer Science; University of Oxford; Senior Research Fellow; Hertford College; Computer Science; University of Liverpool; 	PERSON: Grant; 	DATE: 2012; 2011; 	LOCATION: Oxford; 	NOUN: Professor; Computer Science; Department; Computer Science; University; Oxford; Senior Research Fellow; Hertford College; Oxford; June; years; Professor; Computer Science; University; Liverpool; October; ERC Advanced Grant; Reasoning; Economies; RACE; 	||	##true@@false$$	||	##false@@false$$
