-1763063096 2 1----Price----#text.P.ARTICLE.DIV.DIV.DIV.BODY.HTML.#document	increas:1 car:2 hp:1 pair:1 xl:2 camri:2 automat:1 transmiss:1 toyota:1 version:1 six:1 mode:1 level:1 order:1 basic:1 full:1 graduat:1 luxuri:1 trim:1 avalon:3 lineup:1 limit:1 liter:1 consist:1 speed:1 choic:1 list:1 us:1 offer:1 size:1 manual:1 powertrain:1 price:1 fact:1 stretch:1 previou:1 shift:1	||	Toyota s Avalon is a full-size car for those who have graduated from the Camry. In fact, the Avalon is basically a stretched version of the previous Camry and uses that car s 268-hp, 3.5-liter V-6 paired with a six-speed automatic transmission with manual shift mode. No other powertrain choices are offered. For 2009, the Avalon lineup consists of three trim levels: XL, XLS, and Limited, listed in order of increasing luxury and price.	##false@@false$$		||	ORGANIZATION: Toyota; Avalon; XLS; 	DATE: 2009; 	NOUN: Toyota; Avalon; car; Camry; fact; Avalon; version; Camry; car s; V-6; transmission; shift mode; powertrain choices; Avalon lineup; levels; XL; XLS; Limited; order; luxury; price; 	||	##true@@false$$	||	##false@@false$$
2116344913 0 5----Price----#text.P.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	equip:1 displac:1 audi:1 can:1 rl:2 engin:1 acura:3 lexu:1 someth:1 close:1 consum:1 fond:1 time:2 lag:1 buyer:1 valu:1 focus:1 especi:1 luxuri:1 hard:1 everyth:1 told:1 merced:1 certainli:1 behind:1 come:2 sport:1 choic:1 avail:1 competit:1 upward:1 valet:1 imag:1 cost:1 much:1 continu:1 term:1 sedan:1 similarli:1 prestig:1 actual:1 bmw:1 benz:1 chang:1 competitor:1 smart:1 go:1	||	All told, the 2009 Acura RL continues to be a very smart choice for luxury sport sedan consumers focused on value. We're fond of it, especially since similarly equipped competitors from Audi, BMW, Lexus and Mercedes-Benz can cost upwards of 10,000 more than the Acura. But even with this year's changes, the RL still lags behind much of the competition in terms of prestige. A V8 engine isn't available, and this Acura is going to have a hard time displacing something like a 550i when it comes time to valet. Image isn't actually everything, but for many buyers, it certainly comes close.	##false@@false$$		||	ORGANIZATION: Acura RL; Audi; BMW; Mercedes-Benz; 	DATE: 2009; 	NOUN: Acura RL; choice; luxury sport sedan consumers; value; competitors; Audi; BMW; Lexus; Mercedes-Benz; upwards; Acura; year; changes; RL; competition; terms; prestige; V8 engine; Acura; time; something; 550i; time; valet; Image; everything; buyers; 	||	##true@@false$$	||	##false@@false$$
2116344913 0 6----Exterior----#text.H2.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	bodi:1 level:1 style:1 trim:1 option:1	||	Body Styles, Trim Levels, and Options	##true@@false$$		||	ORGANIZATION: Trim Levels; 	NOUN: Body Styles; Levels; Options; 	||	##true@@false$$	||	##false@@false$$
2116344913 0 7----Verdict----#text.P.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	memori:1 midsiz:1 acura:1 heat:1 disc:1 stock:1 level:1 seat:1 power:1 eloqu:1 luxuri:1 leather:1 control:1 headlight:1 avail:1 xenon:1 cmb:1 alloi:1 system:1 upholsteri:1 sedan:1 packag:2 sound:1 cd:1 port:1 jack:1 wheel:2 connect:1 rl:5 set:1 usb:1 surround:1 six:1 keyless:1 bose:1 name:1 sunroof:1 driver:1 trim:1 auxiliari:1 inch:1 audio:3 speaker:1 dvd:1 ignit:1 come:1 front:1 satellit:1 technolog:2 bluetooth:1 mount:1 steer:1 base:1 radio:1 changer:1	||	The 2009 Acura RL is a midsize luxury sedan available in three trim levels: RL, RL Technology Package and the eloquently named RL Technology Package with CMBS. The base RL comes very well stocked, with 18-inch alloy wheels, xenon headlights, 10-way power and heated front seats with driver memory settings, leather upholstery, a sunroof, a keyless ignition, Bluetooth connectivity, steering-wheel-mounted audio controls and a 10-speaker Bose surround-sound system with a six-disc CD/DVD-audio changer, satellite radio and both a USB port and an auxiliary audio jack.	##false@@false$$		||	ORGANIZATION: Acura RL; RL; RL Technology Package; RL Technology Package; CMBS; RL; 	DATE: 2009; 	NOUN: Acura RL; luxury sedan; levels; RL; RL Technology Package; RL Technology Package; CMBS; base RL; alloy wheels; headlights; power; seats; driver memory settings; leather upholstery; sunroof; ignition; Bluetooth connectivity; audio controls; Bose; system; changer; satellite radio; port; auxiliary audio jack; 	||	##true@@false$$	||	##false@@false$$
2116344913 0 8----Verdict----#text.P.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	panel:1 wood:1 link:1 adapt:2 add:2 navig:2 function:2 real:3 time:2 seat:1 rerout:1 name:1 command:1 report:1 weather:1 cruis:1 trim:1 sens:1 brake:1 mitig:1 collis:1 control:2 henc:1 rearview:1 audio:1 acuralink:1 ventil:1 camera:1 headlight:1 capabl:1 front:1 instrument:1 solar:1 technolog:2 voic:1 climat:2 cmb:1 system:3 traffic:2 packag:2 gp:1	||	The Technology Package adds adaptive headlights, a rearview camera, a GPS-linked and solar-sensing climate-control system, AcuraLink real-time weather reporting, a navigation system (with real-time traffic and traffic rerouting capabilities), ventilated front seats and voice-command functionality for climate, audio and navigation functions. The CMBS package adds adaptive cruise control, real wood instrument-panel trim and Acura's Collision Mitigation Braking System technology (hence its name).	##false@@false$$		||	ORGANIZATION: Acura; Collision Mitigation Braking System; 	NOUN: Technology Package; headlights; rearview camera; system; AcuraLink; weather reporting; navigation system; traffic; traffic; capabilities; seats; functionality; climate; audio; navigation functions; CMBS package; cruise control; wood instrument-panel; Acura; Collision Mitigation Braking System technology; name; 	||	##true@@false$$	||	##false@@false$$
2116344913 0 9----DriveRide----#text.H2.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	powertrain:1 perform:1	||	Powertrains and Performance	##true@@false$$		||	NOUN: Powertrains; Performance; 	||	##true@@false$$	||	##false@@false$$
2116344913 0 10----Verdict----#text.P.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	send:2 mpg:3 segment:1 epa:1 highwai:1 torqu:2 abil:1 cylind:1 time:1 rang:1 combin:1 power:2 weather:1 luxuri:2 sole:1 control:1 liter:1 awd:1 avail:1 sh:1 degre:1 system:2 sedan:2 economi:1 citi:1 pound:1 vari:1 littl:1 hp:1 allow:1 wheel:1 rl:2 engin:1 transmiss:1 automat:1 six:1 par:1 rate:1 fuel:1 wet:1 individu:1 speed:1 traction:1 feet:1 averag:1 produc:1 handl:1 manual:1 term:1 larg:1 improv:1 shift:1	||	The sole engine available in the RL is a 3.7-liter V6 that produces 300 hp and 271 pound-feet of torque. This allows a 0-60 time in the 6-second range, just above par for six-cylinder large luxury sedans. A five-speed automatic transmission with manual shift control sends power to the SH-AWD system. That system has the ability to send varying degrees of torque to each individual wheel to improve handling and wet-weather traction. In terms of fuel economy, the RL has an EPA rating of 16 mpg city/22 mpg highway and 18 mpg combined, which is a little below average for the V6-powered luxury sedan segment.	##false@@false$$		||	ORGANIZATION: RL; RL; EPA; 	NOUN: engine; RL; V6; hp; pound-feet; torque; time; range; par; luxury sedans; transmission; shift control; power; SH-AWD system; system; ability; degrees; torque; wheel; handling; traction; terms; fuel economy; RL; EPA rating; mpg city\/22 mpg highway; mpg; average; luxury sedan segment; 	||	##true@@false$$	||	##false@@false$$
2116344913 0 11----Safety----#text.H2.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	safeti:1	||	Safety	##true@@false$$		||	NOUN: Safety; 	||	##true@@false$$	||	##false@@false$$
2116344913 0 12----Safety----#text.P.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	warn:1 can:1 activ:1 disc:1 minim:1 airbag:2 help:1 frontal:1 full:1 side:2 seat:1 length:1 restraint:1 driver:1 head:1 collis:1 brake:3 option:1 control:1 safeti:1 includ:1 standard:1 accid:1 assist:1 prevent:1 front:2 seem:1 provid:1 stabil:1 curtain:1 cmb:1 appli:1 system:1 emerg:1 featur:1 actual:1 unavoid:1 antilock:1	||	Standard safety features include antilock disc brakes with brake assist, front-seat side airbags, full-length side curtain airbags, active front head restraints and a stability control system. The optional CMBS can help prevent or minimize a frontal accident by providing warnings to the driver or actually applying emergency braking if a collision seems unavoidable.	##false@@false$$		||	ORGANIZATION: CMBS; 	NOUN: safety features; disc brakes; brake; front-seat side airbags; side curtain airbags; head restraints; stability control system; CMBS; accident; warnings; driver; emergency; collision; 	||	##true@@false$$	||	##false@@false$$
2116344913 0 13----Safety----#text.P.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	safeti:3 test:1 rl:2 highest:1 star:1 possibl:1 award:1 good:1 front:1 highwai:2 nation:1 impact:2 rate:2 traffic:1 frontal:1 side:2 insur:1 administr:1 offset:1 institut:1 collis:1	||	All RLs get a five-star rating from the National Highway Traffic Safety Administration for front-impact and side-impact safety. The Insurance Institute for Highway Safety awarded the RL a "Good" rating (the highest possible) in its frontal-offset and side-collision tests.	##false@@false$$		||	ORGANIZATION: National Highway Traffic Safety Administration; Insurance Institute for Highway Safety; 	NOUN: RLs; rating; National Highway Traffic Safety Administration; front-impact; safety; Insurance Institute; Highway Safety; RL; rating; frontal-offset; side-collision tests; 	||	##true@@false$$	||	##false@@false$$
2116344913 0 14----Interior----#text.H2.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	interior:1 featur:1 special:1 design:1	||	Interior Design and Special Features	##true@@false$$		||	ORGANIZATION: Interior Design and Special Features; 	NOUN: Interior Design; Features; 	||	##true@@false$$	||	##false@@false$$
2116344913 0 15----Interior----#text.P.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	ride:1 interior:1 sizabl:1 craft:1 integr:1 wheel:1 wood:2 flow:1 bring:1 surround:1 acura:1 beautifulli:1 knight:1 function:1 center:1 real:1 level:1 metal:1 bose:1 waterfal:1 electron:1 swath:1 shotgun:1 year:1 accent:1 trim:3 control:1 standard:1 cram:1 speaker:1 depend:1 superb:1 convinc:1 number:1 attract:1 gladi:1 climat:1 cmb:1 system:1 revis:1 sound:1 neat:1 pip:1 steer:1 swear:1 stack:1 design:1	||	The 2009 Acura RL's interior is beautifully crafted and attractively designed. A swath of convincing or real (depending on trim level) wood trim flows into a neat waterfall center stack that integrates the car's sizable number of electronic functions. This year brings revised climate controls, a new steering wheel (with wood trim on CMBS) and new metallic accents. The standard 10-speaker Bose surround-sound system is so superb that you'd swear Gladys Knight was riding shotgun with the Pips crammed in back.	##false@@false$$		||	ORGANIZATION: Acura RL; 	PERSON: Gladys Knight; 	DATE: 2009; 	NOUN: Acura RL; interior; swath; convincing; level; wood; flows; waterfall center; car; number; functions; year; climate controls; wheel; wood; CMBS; accents; Bose; system; Gladys Knight; shotgun; Pips; 	||	##true@@false$$	||	##false@@false$$
2116344913 0 16----Interior----#text.P.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	allow:1 can:1 wheel:1 redund:1 lcd:1 navig:1 function:2 mai:1 button:1 command:1 driver:1 major:1 option:1 knob:1 control:3 screen:1 disappoint:1 audio:1 cubic:1 descript:1 class:1 feet:1 choic:1 us:1 figur:1 commonli:1 access:1 technolog:1 seem:1 voic:1 confus:1 climat:1 multipurpos:1 system:1 trunk:1 dash:1 packag:1 steer:1 measur:1 capac:1 somewhat:1	||	With the optional Technology package, major functions like audio, climate and navigation systems can be controlled by voice commands, buttons on the steering wheel and dash or a multipurpose control knob and LCD screen. These redundant controls may seem confusing in description, but allow the driver choices in how to access commonly used functions. The trunk measures 13.1 cubic feet in capacity, a somewhat disappointing figure for this class.	##false@@false$$		||	NOUN: Technology package; functions; audio; climate; navigation systems; voice commands; buttons; wheel; dash; control knob; LCD screen; controls; description; driver choices; access; functions; trunk; feet; capacity; figure; class; 	||	##true@@false$$	||	##false@@false$$
2116344913 8 1----Others----#text.P.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	scale:1 except:1 model:2 vehicl:1 test:1 highest:1 class:2 us:1 number:1 rate:2 given:1 import:1 valu:1 within:1 compar:1 sole:1 note:1 reflect:1	||	Used is a 1-10 scale, with 10 being the highest rating. It's important to note that with the exception of Value Within Class, these rating numbers reflect how the model tested compares with all vehicles, not solely with other models in a given vehicle's class.	##false@@false$$		||	NOUN: scale; rating; exception; Value; Class; rating numbers; model; vehicles; models; vehicle; class; 	||	##true@@false$$	||	##false@@false$$
2116344913 8 2----Interior----#text.P.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	pickup:1 vehicl:1 truck:1 bed:1 remov:1 rear:1 fold:1 storag:1 cargo:4 cab:1 rate:2 seat:1 refer:1 maximum:1 base:1 mean:1 assess:1 volum:1 capac:1 note:1 room:1	||	Note that cargo-room ratings for pickup trucks refer to in-cab storage and are not an assessment of cargo-bed capacity. For all other vehicles, the cargo rating is based on the vehicle's maximum cargo volume, meaning with all rear seats folded or removed.	##false@@false$$		||	NOUN: cargo-room ratings; pickup trucks; storage; assessment; capacity; vehicles; cargo rating; vehicle; maximum cargo volume; seats; 	||	##true@@false$$	||	##false@@false$$
2116344913 8 3----Others----#text.H5.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	class:1 valu:1 within:1	||	Value Within Class	##true@@false$$		||	NOUN: Value; Class; 	||	##true@@false$$	||	##false@@false$$
2116344913 8 4----Others----#text.P.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	model:1 sort:1 categori:1 allow:1 vehicl:2 singl:1 test:1 particular:1 class:2 factor:1 quickli:1 monei:1 consum:1 mai:1 judg:1 market:1 determin:1 import:1 valu:2 within:2 basi:1 competitor:1 sole:1 top:1	||	Value Within Class judges the tested models on a value-for-money basis solely against competitors within their market category. This may be the single most important factor when sorting like vehicles, as it allows consumers to quickly determine the top vehicles in a particular class.	##false@@false$$		||	NOUN: Value; Class judges; models; basis; competitors; market category; factor; vehicles; consumers; vehicles; class; 	||	##true@@false$$	||	##false@@false$$
2116344913 8 5----Others----#text.P.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	bear:1 equip:1 model:1 specif:1 accommod:1 rate:1 test:1 numer:1 column:1 perform:1 note:1 top:1	||	Noted at the top of each numerical rating column below are the specific models tested and any equipment that has a bearing on their performance or accommodations.	##false@@false$$		||	NOUN: top; rating column; models; equipment; bearing; performance; accommodations; 	||	##true@@false$$	||	##false@@false$$
2116344913 8 6----Others----#text.H5.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	rate:1 overal:1	||	Overall Rating	##true@@false$$		||	NOUN: Rating; 	||	##true@@false$$	||	##false@@false$$
2116344913 8 7----Others----#text.P.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	includ:1 vehicl:1 overal:2 tool:1 score:1 class:1 averag:1 excel:1 us:1 rate:3 valu:1 within:1 compar:1	||	The overall rating is average of a vehicle's ratings scores, including Value Within Class. The overall rating is an excellent tool for use in comparing like vehicles.	##false@@false$$		||	NOUN: rating; vehicle; ratings scores; Value; Class; rating; tool; use; vehicles; 	||	##true@@false$$	||	##false@@false$$
2116344913 8 8----Others----#text.H5.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	vehicl:1 test:1	||	About Test Vehicles	##true@@false$$		||	NOUN: Test Vehicles; 	||	##true@@false$$	||	##false@@false$$
2116344913 8 9----Others----#text.P.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	facil:1 includ:1 disclaim:1 vehicl:2 test:1 singl:1 manufactur:1 evalu:4 team:1 provid:1 consum:1 guid:1 editor:1 preview:1 drive:1 base:1 case:1 follow:1 yet:1	||	In most cases, the vehicles evaluated by the Consumer Guide team have been provided by the manufacturer. Vehicles that have only been evaluated by a single editor, or have not yet been evaluated at our facility, will include the following disclaimer, "This evaluation is based on preview test drives."	##false@@false$$		||	NOUN: cases; vehicles; Consumer Guide team; manufacturer; Vehicles; editor; facility; disclaimer; evaluation; preview test drives; 	||	##true@@false$$	||	##false@@false$$
2116344913 8 11----Price----#text.P.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	infin:1 xm:1 higher:1 freshen:1 time:1 seat:2 rerout:1 drive:1 weather:1 along:2 xf:1 sole:1 option:1 collis:2 cool:1 cell:1 avail:1 curtain:1 flagship:1 system:3 price:1 traffic:2 packag:2 ratio:1 bar:1 jaguar:1 wheel:1 link:1 engin:1 surround:1 spring:1 transmiss:1 seatbelt:1 side:2 bose:1 diamet:1 note:1 addit:1 rearview:1 ventil:1 aggress:1 redesign:1 larger:1 front:4 solar:1 access:1 stabil:1 technolog:2 satellit:1 voic:1 gave:1 brand:1 phone:1 midsiz:1 acura:1 heat:1 function:1 antiskid:1 combin:1 power:1 sens:1 plu:1 control:3 liter:2 class:1 team:1 powertrain:1 inform:1 appli:1 sedan:2 separ:1 sound:1 determin:1 antilock:1 call:1 hp:1 model:2 compet:1 rl:1 japanes:1 signal:1 adapt:1 object:1 activ:1 navig:1 automat:1 airbag:2 real:1 wireless:1 rate:1 style:2 automak:1 horsepow:1 cruis:1 brake:3 mitig:1 safeti:1 includ:3 standard:3 audio:1 speed:1 premium:1 merced:1 instal:1 camera:1 traction:1 rear:1 climat:1 replac:1 tighten:1 featur:2 benz:1 coil:1 actual:1 ad:1 approach:1 group:1 unavoid:1	||	Redesigning of Acura's premium midsize sedan for 2009 gave it freshened styling and additional power, along with what the Japanese-brand automaker called "more aggressive" styling. Acura's flagship sedan had standard all-wheel drive. The sole powertrain teamed a 300-horsepower 3.7-liter V6 engine with a five-speed automatic transmission. This combination replaced a 290-hp 3.5-liter V6. Higher-rate coil springs were installed, along with a larger-diameter rear stabilizer bar. Standard safety features included antilock brakes, traction control, antiskid system, front side airbags, and curtain side airbags. Bose Surround Sound audio and solar-sensing climate control were standard. Option groups, actually priced as separate models, included a Technology Package that had a rearview camera and ventilated front seats, plus a voice-activated navigation system with access to real-time traffic and weather information. New features included traffic rerouting and a note function for XM satellite ratio. A second Technology Package added adaptive cruise control and Acura's Collision Mitigation Braking System, which signals of approaching objects and applies the brakes and tightens the front seatbelts if it determines a collision is unavoidable. Also available were a wireless cell-phone link and heated/cooled front seats. With the RL, Acura competed against such models as the Infiniti M, new Jaguar XF, and Mercedes-Benz E-Class.	##false@@false$$		||	ORGANIZATION: Acura; XM; Technology Package; Acura; Collision Mitigation Braking System; RL; Acura; Jaguar XF; Mercedes-Benz; 	DATE: 2009; 	NOUN: Acura; premium; sedan; styling; power; automaker; styling; Acura; flagship sedan; drive; powertrain; 3.7-liter V6 engine; transmission; combination; 3.5-liter V6; coil springs; stabilizer bar; Standard safety features; brakes; traction control; system; side airbags; curtain side airbags; Sound audio; climate control; Option groups; models; Technology Package; rearview camera; seats; navigation system; access; traffic; weather information; New features; traffic; note function; XM satellite ratio; Technology Package; cruise control; Acura; Collision Mitigation Braking System; signals; objects; brakes; seatbelts; collision; cell-phone link; seats; RL; Acura; models; Infiniti M; Jaguar XF; Mercedes-Benz E-Class; 	||	##true@@false$$	||	##false@@false$$
